view_count;likes;dislikes;comment_count
10803607;391393;4588;13069
490071;32893;345;1280
1944763;25750;741;1173
56939349;602534;18245;12071
265454;3570;45;307
432638;28764;480;934
317967;31511;323;1512
148802;12886;299;1295
1038055;35776;398;1717
2184689;152749;2592;554
2761421;86417;2451;1677
3146476;139065;2691;5288
6539255;85209;1281;1744
936215;62049;1454;5803
3652263;141776;7900;8001
1341437;32152;580;2354
2230293;46161;854;3447
10890376;613658;14496;2766
2079297;57581;1544;2665
609494;41014;555;2019
2571749;35942;781;3471
6349267;230362;2387;8508
33164518;282820;6719;5585
1740203;20786;1139;3062
820785;44515;483;1675
1957631;173348;936;7864
3818547;223339;6564;18024
3214462;43167;1701;1820
61059;1519;31;324
1272054;15931;325;1336
500160;40830;158;622
61859594;1578999;18482;52104
2694310;163212;478;11920
5324638;179241;87656;35858
1188973;130226;418;3094
5970611;357927;4153;16757
8739566;921063;16318;26148
820115;35340;2810;4051
789028;19748;225;2374
2817645;136997;1527;2106
439915;4617;127;582
1450248;64342;780;2611
22566520;438919;17300;15674
265220;21854;182;1633
1158701;79643;526;1601
1080379;63756;533;5378
1825028;30554;2188;3121
3542467;128204;4284;5517
6072785;513992;6328;4086
4881666;133978;4335;7097
91568297;476931;24163;10150
597741;12226;190;607
1626924;52611;901;1848
12164065;201089;26956;16137
130360;2130;97;59
3016525;85508;690;1558
1034509;64135;1142;1068
1352698;20662;1663;1762
11898724;635534;9320;42064
1189819;27205;248;3050
970214;24835;331;907
509147;19537;669;1442
1474957;47729;865;2456
3260450;125199;1314;3403
801761;8064;377;3495
1095042;73108;299;6305
1148774;122724;1400;13656
165803;21658;154;493
2460936;59520;399;7464
1150907;22861;381;4427
979850;62484;577;4852
1928378;225974;6482;15373
198840;1386;32;485
2049874;38739;902;4125
322554;17587;148;1161
6840248;79586;2326;3028
7122445;82584;3752;5797
3126364;169351;933;17095
4251198;192615;8920;14927
618392;19852;730;2817
483608;5943;275;4070
1817466;134685;3342;8652
1246479;47862;1038;2486
1401545;71927;227;3531
7702554;329113;1975;9680
142661868;2720844;65122;83248
390020;4535;109;836
3205123;30976;2028;486
1005343;23218;325;1465
4168792;77920;1275;5864
1117445;15633;537;2534
1903595;98943;504;2709
307414;4812;225;864
988937;3449;227;555
1019718;49070;1759;2503
4254708;49221;2225;5388
4787238;80843;1530;7204
2494351;147294;993;15512
1039477;55857;152;2068
1246237;24392;639;1423
974601;98307;1505;6561
34066672;313354;18688;10503
3104169;91988;1475;4653
19673351;1118360;9893;31828
11903295;445815;5298;15804
7516780;48085;1378;1927
387647;21561;33;856
8878415;198465;23765;31069
1236071;11394;424;558
382266;8031;96;1707
2874786;448008;8211;10276
3547405;121440;1639;17503
179678;2666;263;1186
13855805;631847;39152;2013
239006;27691;192;1118
3071859;103327;857;7690
2363281;58743;486;1686
1356986;24232;459;1617
1127482;60374;670;8919
991121;78367;2870;11191
3260974;173487;4902;1509
2316808;62019;500;2959
1378658;42695;416;1626
790193;4723;163;279
865595;4838;421;1177
4193773;133366;1358;6021
3476706;412350;1664;46880
650933;21830;312;819
938420;30888;397;1501
129590;12354;56;1422
34963;1753;25;201
902801;23130;838;643
1562520;78576;1739;3376
562687;13673;144;1550
535326;27348;587;567
489099;5177;243;596
1025979;93412;932;12583
13209716;190417;4805;7560
5043097;165242;2524;7985
1820683;147562;2029;272
599980;4761;140;949
2223492;21888;2490;7816
3334441;229139;1882;16616
298854;7969;433;1229
37468071;1229663;77781;5188
298016;9539;343;970
121767;782;17;97
1485305;13374;343;3406
1145364;20955;746;1152
282880;22159;405;1824
379651;2488;414;1499
8017209;376524;7752;30283
1044662;31323;247;1734
3757974;7750;314;1425
3316451;169661;5021;7325
291437;14243;672;1550
3637428;53954;4710;3714
797608;120121;235;3715
594701;31866;688;1325
705460;32659;701;1926
4291920;238383;3264;22808
370287;904;4729;2313
497534;13890;150;585
1073224;67309;812;4116
631922;49824;620;2673
2095722;33510;909;4967
3013458;189683;12358;1915
1920137;39176;891;10140
427091;36019;743;1099
301576;3963;160;998
12349501;637969;7132;23998
4439228;158023;3690;32309
452270;38429;752;1358
31628822;1204165;7459;191228
13603401;737934;38625;51202
765749;33951;799;2024
959866;15997;411;912
1082479;47277;407;7030
5745503;534453;8386;21421
24809;353;19;83
5348491;68385;4253;7773
1522854;27333;525;1418
201138;49441;21;1466
1100085;54009;1893;3173
672960;31266;2100;610
268384;12237;1240;1511
1351842;16322;475;1237
2321601;49844;738;269
1675015;89795;2230;4347
1366759;29377;508;1272
316845;12598;206;1358
7718686;412126;3659;83505
685955;70170;708;1783
1088862;9560;702;169
140128;908;1672;1127
258877;4085;434;957
3361358;60858;8163;844
323272;3848;491;1866
1803363;30304;420;772
1238406;40832;2124;3182
15094936;920725;3462;102283
6717371;123349;10432;5501
257268;5641;130;287
2818073;144847;1060;7200
124999;1112;25;433
1735791;80758;29041;15853
1035527;24240;527;2912
971999;81830;2091;5346
921046;6638;192;1481
873773;37455;1076;2318
6207492;318263;3751;5608
1935831;160618;811;11988
2189516;72363;928;5304
1338200;19811;626;4197
477227;7403;215;1149
337992;25473;144;562
507729;20149;196;590
8475602;409722;10156;13177
6523689;198051;3133;11106
174910;6513;123;598
730853;43424;356;2841
1513065;84603;700;5964
1392202;17439;339;1147
754409;10600;957;3168
2452877;179426;1881;10586
1239087;26547;311;1357
4211318;155351;2841;20425
2445779;71994;2024;7495
520708;72201;135;2514
3516612;24285;1011;3626
670742;8842;222;1918
389550;7557;447;1836
1633072;55840;1036;1007
2190715;21672;1604;10324
4416363;331671;5385;6567
3072436;58187;838;5625
328177;8996;230;699
303536;10673;57;487
424036;18784;104;306
654245;18423;23813;3220
468202;23369;874;1156
653065;11794;182;2731
1395998;36918;812;7767
31947;704;207;98
15359540;231038;17868;7295
558446;11314;187;1544
849845;6615;328;2768
695313;12047;633;888
736545;20090;1504;4182
389276;8715;151;266
1331576;22192;349;3134
204176;3513;318;723
2891495;97420;1715;5136
442942;3303;118;1150
1184984;20692;244;1321
1492173;42289;2133;5494
9798185;538855;9409;128979
1257327;15390;737;108
2914597;186505;4602;2932
633394;30074;302;525
365498;38004;573;1345
4205881;66074;4202;1467
1340013;59549;603;1511
107711;6807;56;1123
651336;58459;1102;602
291724;18580;108;487
2347981;106821;728;4458
9802041;132665;9382;16280
497340;24664;97;892
10924425;59205;4032;7964
502880;24676;371;765
1006856;97873;995;2010
483200;9434;314;151
157017;7251;147;1136
2299964;106258;843;3171
441123582;3777970;290749;125086
1218407;13857;503;805
13990069;550;117;101
1686956;82152;1218;3878
1229596;93298;557;4583
1227702;17149;251;1827
1786295;30731;824;1942
213908;2919;72;847
1017270;21495;329;880
2450140;255200;732;6720
845796;4466;250;1946
135216;3851;71;273
276140;3336;72;346
464254;27992;433;1062
1232374;47515;1685;4012
8436190;155732;6964;12457
197992;1298;53;332
386601;5437;451;747
3644036;161245;2868;9026
2749250;44037;1319;2599
458724;5030;290;2195
3155873;80154;666;3607
756581;15790;99;206
730612;17227;756;1803
16232414;252986;6452;11218
1106944;12592;459;2025
999013;34793;683;2426
295821;28268;112;1190
666349;50493;543;2449
3528050;155395;2456;8694
583867;41979;336;1966
212217;6084;129;443
1905583;46250;3076;186
791891;13319;343;1064
474479;18637;607;1104
198399;10706;134;909
491963;4428;1212;250
1261331;14856;716;1564
23179947;347044;18650;16888
744815;31562;628;666
357262;16394;227;503
189773;1314;77;337
192837;2298;60;370
3777200;189861;900;12232
490073;21099;497;2086
1368455;19979;653;3458
4179493;92646;1435;10028
414542;16170;313;1924
1260198;16284;309;1468
1408356;51092;727;5890
12998518;745538;14565;5727
27880588;429142;7991;7168
926681;10935;382;3130
533630;4189;213;1290
904702;15468;135;1127
183181567;1885955;119846;91842
1609984;20820;489;2311
318951;14169;113;610
6958195;111925;2619;3353
17403751;269988;6730;12589
377155;7325;143;484
1090444;27701;743;2647
449698;23535;78;1023
2160460;85781;1138;3185
565583;16247;585;2118
2785452;52873;882;1483
756180;40570;552;1321
223983676;1591344;57320;49663
170430;4845;191;467
126776;15777;359;43
589392;10684;196;2448
690045;48686;509;6530
4388058;26880;298;839
411223;24778;182;1138
5444757;295641;17705;5740
79523333;693146;27073;31909
2062894;74134;1601;1940
315000;18416;270;2364
302400;21471;629;671
207387;7987;94;280
536532;21059;309;29
9090011;476690;10273;7143
2499673;142264;884;4448
115310;12423;85;500
1289412;69195;895;2662
2566459;84818;2633;4811
2288381;17514;4285;3378
3388990;126267;3515;6571
5594623;110317;3002;15074
21401592;296304;2433;27534
3038135;126949;1010;6241
1078766;51471;365;2936
7307223;183429;2828;1769
555912;11485;765;1753
519141;13949;801;80
1785612;131570;978;7212
843128;30420;395;2894
4271714;61211;1481;2380
1326141;116734;1744;8088
979811;75669;1007;1189
24776961;1139521;252134;231632
476787;4352;874;2215
203710;10454;458;70
813527;13845;1141;201
304053;13319;395;2002
1189776;27956;537;1527
433835;5920;1051;1837
2095836;54954;919;1111
1636640;7606;1562;3743
215735;13039;182;275
837093;13945;481;764
437217;7196;272;1204
1277746;15073;767;437
984417;10294;230;1151
205512;5376;72;516
5250456;72088;3067;3565
628976;23546;641;1297
1145006;8655;382;397
998088;5807;446;2314
10765489;651604;9023;3581
683756;39630;629;7457
921508;70810;674;1595
396472;57339;584;4620
1086853;114382;2940;8892
2881363;81929;1450;8040
1723236;57080;957;1797
3569702;322277;1977;9971
4989050;375114;2626;21078
6338918;180474;49937;72155
373937;24183;278;1035
5876872;75132;2261;5997
509734;32753;403;1913
313031;16321;25;870
379624;36865;208;2233
233264;1659;130;723
5248631;357116;2086;14332
634538;37856;261;3365
135875;2020;38;396
139406;7708;122;122
3782700;161701;924;7367
43679585;334579;11740;4681
11513575;717171;15135;3358
500039;4601;325;12
5614415;51772;3014;16785
4368646;174189;6341;665
629033;8920;97;1042
721074;49980;567;2025
304363;6375;135;470
2969132;221973;6395;16228
6565496;386166;14344;29439
2620399;64174;2046;2170
8675705;781643;3409;48340
10925563;219420;2695;7721
368733;7993;118;402
6569779;82814;3725;9637
650058;6363;1037;7537
4117654;42147;4897;7020
722080;35361;339;5385
194983;3100;64;180
62237607;2751367;146433;7880
53602938;1048185;99847;2109
1847867;27126;1178;1729
472082;4038;73;980
618649;29554;575;5105
16735802;544123;7344;14166
1603562;100856;254;2339
1694488;57062;791;2991
6120744;137284;3390;6214
6905420;265986;7217;22725
3046995;131128;1933;4357
5070730;483095;5650;1258
682149;13381;668;3336
6706389;129985;2557;10285
338085;11691;345;1548
134118;11862;249;646
37000943;182204;9721;3680
115304;8799;56;200
4859729;338987;9498;17447
1690806;82807;1296;5347
1517456;69984;1740;2089
420337;18311;468;7144
2860063;98549;1866;7225
1384796;25942;1330;914
534339;24103;657;1818
3431607;102658;1662;6553
1154771;67692;1234;5405
6901603;26944;2480;3039
101783;5600;39;677
3098865;149605;1752;3040
314126;11911;64;239
2685331;212645;1010;11383
1695641;62704;577;931
94792;4752;68;143
96880;1702;22;177
380137;25213;214;5166
24985733;1076419;9284;35871
3578579;107782;5821;6615
633242;10426;260;1693
677343;13714;419;876
501677;21011;76;1315
334768;3043;99;414
210125;7018;119;180
10630557;452703;5543;22061
2612079;79299;980;2995
1480798;8869;3686;5266
55457;708;11;167
1336300;46055;1141;4333
1384542;68820;876;2001
1725832;16821;925;5181
9607929;155997;1973;4809
6444356;296426;2039;28258
33480578;259452;7140;3430
1223697;51313;656;1976
2862994;65948;2198;1860
788785;45840;711;4944
5692084;74231;3352;2033
3412639;86591;1269;5285
2922461;47984;749;1767
305248;2624;93;1284
980803;23711;354;2356
3928383;56679;2874;9278
207448;3551;148;134
5467676;115828;1785;10151
77950869;6956555;146736;104938
530006;6138;225;541
64136560;729518;16850;9105
2377262;94473;910;5962
1874937;18273;782;2785
241063;8405;120;425
2505158;93499;3057;7249
1382784;96244;1994;2087
38874559;1187604;29882;827
1375680;138645;1718;9695
628545;122610;588;4701
1076673;38791;882;3313
329519;4157;156;155
269148;9356;220;873
2563245;131311;1993;5148
1001586;41546;679;2684
13813585;315213;7384;10991
447027;13240;163;369
189040;2962;38;163
1650320;58245;736;3512
1038880;15917;1072;2256
1363669;33650;1128;3213
516171;14382;292;546
2308797;98457;1188;0
3286068;118628;1709;5181
3991114;106059;1975;6691
1461697;19956;9171;3648
7868149;206854;3735;49993
4471934;236829;5547;14058
1455004;12267;313;3074
14338286;189479;6904;4582
2983510;245487;1124;23958
285851;8201;232;721
1003307;3855;581;127
16564907;520409;12847;410
669791;52514;1320;2624
3971872;350006;3258;1007
4769947;277272;1608;29294
397763;28727;332;3391
3794105;433944;3516;19621
238715;13274;129;1060
234534;8486;315;479
343428;7148;203;239
1265001;22548;1166;342
154774;17854;316;1440
169613;10111;306;213
14998317;733184;25037;44182
742182;9505;235;830
4959321;303617;1999;5390
1346303;10520;982;1142
735772;33398;551;1164
1805815;95171;2985;592
745836;47799;360;2319
2158278;19476;1359;1401
3134306;377759;8540;35472
760922;73486;317;4874
1525470;39765;1397;2187
1551089;69086;1810;5431
521802;4409;92;573
236737;3774;40;468
499669;18620;136;1616
8752774;630508;8256;15266
461685;4679;1081;2760
707458;18334;360;293
4550362;88851;3703;8899
4905177;268247;5730;25493
1146070;56377;558;3170
92326;9357;268;338
114012;8178;99;609
578035;36776;108;1221
1204689;31219;745;743
65020070;1859590;24421;69535
1669843;28002;1416;1748
463411;10115;837;2048
23848640;2162655;22375;4441
3760649;527635;1805;16633
9596128;285710;7517;8386
409426;7308;108;451
1116839;39600;534;1502
793185;12591;377;2220
13878882;943223;27867;6899
3536461;265719;1039;5747
989568;48345;626;1928
1848341;99336;581;3644
1894666;89113;864;2784
591442;27730;234;1454
983910;15703;358;1905
168703;7462;69;560
6225706;595248;10117;63587
724530;22289;313;2251
546614;8351;114;765
5209685;99725;1824;13538
5491130;224404;12106;18246
14542034;775582;19415;3635
1256477;58586;571;2104
6677173;160374;3695;6697
15800589;209546;5278;5933
221627;8593;28;234
353888;5111;147;346
2791328;72477;1396;2276
1539605;13860;475;2342
445849;2588;79;51
9281800;125290;12239;7866
1209446;17756;120;1163
611687;12039;255;2415
4884539;93464;2995;3705
1505236;51421;581;3100
6479050;235292;1820;11098
436835;9077;354;1017
581199;9302;88;833
1005265;70206;503;2821
209290;6643;199;100
452829;29917;319;185
1950570;16106;1477;122
1548223;14666;1630;4451
668092;21322;274;865
3595608;109223;1229;9862
3273696;195284;2452;4882
1328658;67311;1623;1648
29024079;1287459;16691;50640
361601;5227;75;363
1317337;12285;2406;1484
2532476;36006;1116;1907
2278753;28094;1100;6757
602280;18686;281;642
78008957;619878;16974;10219
383240;19938;10107;6212
479523;19516;712;559
8140537;706439;11629;1927
212616;3644;149;591
219194;2310;33;465
7758469;283099;7197;14720
11474381;465261;6247;9058
4775913;483633;4310;3655
1635413;16885;692;5365
1411167;131762;1292;8844
532324;7144;130;789
868790;24723;219;1475
4118240;25369;1362;3851
1760198;158978;603;4432
3197450;107698;1868;10076
548511;43849;599;1608
172663;3538;104;194
1487005;131084;2215;10273
68246782;576313;17369;53766
4244891;75052;1394;3308
31813899;1805642;82832;4098
7753311;463709;10295;14760
636337;25625;433;2479
508963;36037;459;1110
565515;80590;190;919
5739566;114764;1243;14454
9459028;301602;4109;6319
2147704;54045;1417;2784
230098;40690;49;2201
1046040;73582;236;5424
1729183;95986;1041;1932
99172;2790;51;579
1692781;84769;622;4707
442636;12939;87;671
328168;8407;344;841
38193116;518047;8287;39740
450235;7102;75;373
1359849;41652;780;2245
264081;10079;366;694
11997256;277086;11288;21186
6592503;124153;29432;2565
561503;28775;176;1670
20652151;311822;3628;10196
61037;1897;31;229
2057155;45062;439;1710
481197;11061;509;2098
1039497;41850;454;5757
93118;9474;91;1390
522549;32870;1731;602
226045;2690;391;1843
767008;111894;225;1929
803008;39612;1884;5365
125921;988;90;617
936747;19136;336;904
15761296;1148989;16519;12492
611004;53337;300;3613
1308164;30050;583;839
21084982;293363;5311;33066
614092;27830;250;1404
1389361;60152;2484;8213
52977;144;18;4
1817454;59352;542;5994
16654432;193315;9645;5094
4128607;108291;2426;7772
159774200;1671573;244578;16601
503069;29941;157;2271
14704747;572206;27429;1187
1233773;83536;408;12226
2073515;18482;925;4596
130891;906;49;184
9072987;348193;1920;8495
164209;11225;79;842
2238572;31796;358;655
109748;8791;78;299
38479840;1806935;55491;26522
1256384;58420;439;1870
203656;16187;65;895
3674379;210953;561;17660
1038857;45115;717;2314
3330356;208116;5996;40283
1792410;19853;425;2301
306643;2461;86;525
987203;33173;468;2290
2961097;275759;2662;17172
2225891;73263;1244;2605
730093;23605;754;1465
82588;4207;51;177
605132;9992;225;1167
987425;30503;946;4081
27617715;632394;10708;38031
1688641;19331;485;745
143432736;5266348;246420;6391
204852;13780;215;942
60223743;469979;12535;10066
498908;38171;349;2506
232794;10755;166;1047
1040977;18604;1307;10398
1264527;109271;805;1911
3263276;60501;2440;8233
4517707;43717;881;9438
13593591;481152;10129;15349
894087;13935;428;2347
200791;10826;158;329
1099420;5724;458;436
2202118;33093;521;385
37738008;1054275;17599;40735
453253;20546;260;666
1855488;99668;1070;5704
962566;33819;978;6541
2741256;192122;2675;13199
2737248;101458;1514;8000
2226100;122196;790;9888
2037273;26279;1970;7879
3363021;82748;494;1567
1319789;49427;558;1867
151290;1271;923;319
224708;10973;100;205
147966;1241;86;6
364125;5399;126;946
675390;12728;446;208
3165583;119761;2486;7756
493286;5699;2070;1471
2868070;14396;330;2450
321356;17084;150;1234
591191;7008;90;861
5879112;254105;1961;15664
242815;2979;85;294
229897;639;1755;577
4724781;68674;10225;18035
5364017;274675;2195;10937
646431;69610;727;1495
2258953;88397;892;6510
2842368;16070;2309;213
165129;226;138;119
118255;1068;48;162
219207;2550;471;2202
2400723;97310;1085;7920
805254;37558;402;579
403485;18462;408;1593
7151681;633857;3919;24824
1137793;25000;895;2335
876791;31521;1194;2157
231232;1510;106;138
795014;15737;205;396
19912778;967915;23094;2313
3286717;113023;1080;4597
194076;3898;186;94
465409;6590;87;532
523926;17366;518;2574
10096207;1188551;11020;1106
8197963;412718;6046;1259
5756803;169812;3655;4398
2734746;438792;9649;9183
741397;21900;385;1624
15980140;454914;5269;22040
1524176;28403;981;7390
162944;8739;161;1298
3356936;216816;1554;12508
527078;17388;319;531
254636;29541;295;168
1696343;91238;609;1620
2672119;297704;1677;26219
172477;22794;71;2918
664937;57542;771;1170
5553013;240193;9325;5720
2106222;162506;2265;2280
368855;16616;178;993
28694065;268359;7796;7894
273978;8153;82;773
222610;15563;152;382
335931;4456;113;256
1020217;45817;447;6006
2499958;259303;1665;11361
2358049;123118;1023;5285
4450220;169840;1746;9757
2444748;108677;3479;34760
515579;3762;173;313
1726477;28515;435;1962
1111203;41441;533;4429
2152403;47496;1041;2130
8246625;682512;3950;21724
3885202;148844;1811;9842
360212;19226;126;602
711353;19487;393;2018
4005834;96251;6411;12868
1442996;147362;1182;2910
8962596;242236;5375;15160
623777;8951;5509;10179
1585251;60392;649;4321
2981659;271927;1915;5512
636278;35439;358;2972
892822;12213;490;1666
3118634;28211;804;1146
118743;1326;25;199
943951;16057;480;3653
670684;43737;439;2575
826148;95714;303;1807
1029267;5803;1239;1780
207226;20038;100;357
4632157;27523;324;1490
35094217;1839049;42809;4822
517093;25082;120;952
6907802;858972;1307;37237
849063;29758;1511;2505
413618;18481;1433;229
784901;9985;277;1413
998696;22921;976;1751
1158426;25209;1567;2972
536265;28321;684;3187
1233173;64565;567;10930
400230;22865;120;602
2631237;335836;341;35260
301129;4395;88;270
4004616;46324;847;6670
577428;77839;658;3535
713419;17995;415;963
3228862;36421;2005;977
384224;22759;354;627
2685904;140670;755;4168
2159681;131786;672;4458
1422338;27813;325;1913
2473172;29698;660;1389
5922754;583251;9472;22405
1462442;65927;807;1023
420875;2914;521;3266
2718343;141998;1028;6190
159454;4828;141;769
749536;49417;1274;1060
14615253;538714;9344;41541
143281;10082;89;390
1811678;114784;894;4370
2057107;55301;761;1558
10845314;186145;52397;25698
601532;33623;976;2049
809218;12575;278;2425
2614649;34466;1356;1678
64664;1878;55;82
1701266;17202;709;2730
1055149;15173;438;122
476128;49620;121;3172
26057927;147142;5015;5571
3505732;277777;1227;11684
753173;10868;196;1871
12847506;191557;14725;1660
35114;3526;131;7
8435017;253781;4814;10496
120614;3781;517;1048
3636921;67816;2501;4536
2323469;103910;1801;6798
304590;10338;203;897
592462;56306;179;740
3664479;125786;1959;6513
12781046;1067262;13332;5684
633712;14085;460;8912
112074014;916861;20073;13075
515262;3209;146;392
337771;9788;225;788
1894471;86719;971;7108
175701;6584;100;510
15436294;638410;23237;19635
3913636;161600;4637;2274
501244;21760;354;2687
1629769;87545;1043;3402
4061770;884625;2784;50380
9606195;231341;8578;11949
5625878;278923;3984;9986
3264733;203208;910;3445
6457246;75768;2929;13688
372627;24877;75;3250
854321;10121;366;904
423230;13619;2732;3680
371519;3026;333;1179
734667;10016;1134;917
271300;14673;765;3589
1092937;67469;144;1897
7169977;114046;2503;5924
262120;10074;248;721
208497;5616;38;236
1114826;83548;1214;890
288440;1818;67;139
623793;43294;362;2352
378070;5440;524;1247
1462757;70560;735;3309
16534033;410426;5486;15762
440479;8243;176;367
4346438;79291;3898;4824
1712846;13434;328;1616
2454362;210431;4181;1356
3972635;300013;4591;11450
93316;2132;159;127
4242026;69275;1851;2325
2520921;43936;1629;2456
9579960;795086;4928;19200
2080236;21713;584;3951
2783203;69245;2346;2910
7225203;130845;1966;5411
11621321;207816;4614;8222
865000;27984;429;592
22943496;229084;9403;3652
1714715;117238;1626;2466
2853126;47766;1711;1395
871286;21059;425;164
350816;23536;132;2166
1055318;8080;298;2177
513639;21343;554;639
734720;32510;840;3965
3299569;235269;2221;8635
4488196;101445;2698;4245
1625057;25068;144;805
233080;10395;80;365
338012;1965;92;661
1260774;51624;680;1721
1302716;34250;1084;4355
26315646;106576;42417;964
1102944;57132;1850;9115
8646583;307736;5411;11755
2426901;31203;612;730
37000637;211879;26082;5447
531830;31781;332;2775
6963084;112222;1918;6169
215484;7538;81;450
1782174;18206;565;2746
10790996;5018;191;495
336380;4659;373;345
338406;12930;363;2814
186417;9766;187;148
33582811;365675;12498;13352
1032647;19961;689;2994
163230;1762;254;39
425081;19081;252;501
1133244;59443;482;7443
2654446;10071;112;280
8646209;242194;9166;16445
1219179;35205;366;2593
138982;5607;199;737
10950722;756565;4677;36812
3503061;107217;4320;3330
317152;4568;512;670
20276408;193355;4711;4703
923119;49253;1971;4281
869343;22258;4482;3105
2268968;20874;805;2615
2199764;15951;750;5692
8260221;152128;2138;13310
79978789;488379;14706;15419
921311;106790;788;126
533891;31979;480;1483
4749821;500086;4603;2531
2067283;19720;823;3896
3172661;39635;1124;340
31131108;938455;15792;49076
623258;16068;236;1018
2891167;220985;2249;1217
1036979;54889;442;2623
1809326;39102;542;2571
83258;10371;214;257
16242452;1528932;17430;1313
937439;9513;109;316
1099508;42804;213;654
3653231;47721;2575;2989
1757805;110993;730;4797
198125;5006;196;929
2320508;35314;924;1977
16815740;1161884;29977;49772
347229;6699;141;469
14942991;478310;15821;1709
693137;31396;733;2555
5317363;87919;2627;6945
4421621;87201;2390;3082
8372949;195289;6747;5415
2714291;100731;1668;5262
1471595;11612;658;5607
64361;2943;103;523
115324;1124;25;422
175287;15010;392;70
484832;25561;338;1356
731183;8350;233;796
738393;45561;278;3520
599817;20918;236;1372
98928;9634;299;34
21461369;318969;21164;18968
11009198;205410;5000;6044
7459309;680170;8592;3053
5785342;222038;2638;19171
439174;12130;191;796
840213;11913;290;1699
10804450;5543;824;759
13102050;416432;13348;18177
8116426;1595115;3659;69113
1394622;92724;1451;5272
10273400;613987;2383;67276
4337445;152212;2031;15198
3581396;243647;807;4864
1343394;93086;384;9639
451059;25145;381;1390
1183764;71675;818;4051
1802807;39642;594;1381
779444;14117;1712;3342
62804;366;37;47
1359741;15278;1856;610
25795969;11519;1287;915
3296012;385402;4059;43895
1437131;19780;387;599
333237;2126;192;196
345653;7308;108;635
583103;8868;170;940
1026255;168986;541;8651
658577;56506;411;4619
729058;26515;1718;3992
3966403;245309;3793;490
397106;18705;370;2372
904218;43922;401;3759
628686;6102;58;279
4409271;174702;11312;11373
172857;3290;75;63
1124391;74176;439;1507
1019924;18954;284;1310
43253943;681699;15868;37926
141759;923;76;270
1933133;133460;902;7018
14162715;830611;19567;7231
513344;1160;121;88
5371958;413061;1866;24686
2313223;78266;837;4656
4994125;66640;2671;13442
659077;33497;617;377
391363;8112;342;1021
418767;19550;287;1153
3277092;208751;6165;1454
2599126;124884;1877;9954
516769;6121;473;373
202528;6771;137;213
339849;8293;313;900
5019099;144548;2691;7211
1909877;227884;1373;14190
1607203;46640;424;1857
186177;16339;307;255
230704;3036;47;325
6336239;227932;10519;2347
3792844;185569;2522;13950
4253259;105981;1305;6707
3022532;253509;4483;7364
662416;30560;622;1080
930454;71170;4236;3777
768519;50669;1247;2294
214475;8194;139;474
1695677;117264;3096;4320
391283;52904;1580;6520
2966460;71190;1551;5006
24685680;434744;11428;8620
11683043;723122;12366;4349
1145006;37250;617;4413
224668;1219;54;89
188850;2904;67;521
392202;4450;238;406
2070741;144019;715;5456
564315;3169;103;1091
1047381;78703;304;1702
4256039;172434;1372;7935
660820;20218;188;571
469504;19997;130;833
746693;28580;3992;8248
2864403;179975;2472;4204
2009096;59664;2094;2817
408365;5266;267;225
128389;3431;55;206
467375;20826;467;724
4463080;132874;1020;5616
2869967;54768;1022;2185
171667;14616;565;1706
5356260;266308;3244;10931
1027128;15558;765;1168
736547;101772;268;5225
10941211;237552;18922;828
23108852;738647;7645;39296
8111795;400132;18171;3392
4104982;130275;1654;5847
6410297;382936;23211;676
6904218;126869;2039;3667
259020;3364;180;1217
73437;2140;31;255
609195;16541;787;980
449628;11493;312;1880
1241184;15668;2141;1560
1947024;21664;717;3346
389962;4606;120;1325
417476;29429;188;2478
5504575;287268;6782;19606
96608;656;70;497
411814;22539;352;665
1163378;17866;461;3832
1017821;8965;366;1425
192063;1063;168;406
1123912;37602;1906;4273
910649;28295;514;1715
378918;36182;772;1711
2410956;52716;412;1682
869900;40711;133;2541
238441;3095;187;99
717479;19919;1095;2537
3392550;68431;1783;4464
10446978;211142;5073;41833
1324913;24117;874;4506
497826;22951;541;1979
1275805;52515;353;1981
658711;12492;2413;949
3686182;116546;2109;6156
4546907;299690;1451;15093
6564299;456237;8435;1154
705313;4901;4108;7567
1522419;23500;907;3544
916834;62878;734;3380
887637;4115;169;1323
4334173;190967;2112;4261
366133;20493;160;805
4473361;42946;600;2027
1141866;67734;937;6912
226272;10587;290;1172
544810;39421;193;757
1787593;27617;1150;3000
5296795;26001;469;586
2341496;33324;597;4207
488091;3250;642;1984
1209352;85855;986;3774
5694833;143615;3088;8503
421096;5057;463;519
117294;7758;219;778
15465738;567333;20185;23260
229224;3763;66;228
464238;4257;190;3270
1605115;76400;729;1248
3779264;117187;4150;8019
642716;9711;283;739
19324956;832772;9342;20368
1131332;22533;314;1492
2588983;36206;1002;2396
500452;8336;520;1962
1896872;51152;494;732
880033;93698;3178;2141
73481;1347;23;181
289482;40247;1064;2171
858265;52239;1160;188
1406482;20005;665;201
3795990;319119;1849;9120
2936181;99036;1408;4344
3717986;60945;2454;1036
443887;6270;426;1641
2507452;92706;834;1925
15785099;447133;17851;104008
1561648;161763;655;7556
6856131;87678;6148;1436
1525290;57069;1168;2298
3706315;256756;2361;7673
1404151;14341;812;1147
489554;7318;120;187
889428;20714;1147;2091
1627000;15903;166;957
10672288;957474;10137;3858
1047908;8759;580;72
3424979;50984;3543;1859
1717811;24958;1519;9547
13154457;495055;7255;17155
603007;14159;155;409
1979156;64374;920;4078
9311148;199138;5023;10015
299404;14210;366;856
