view_count;likes;dislikes;comment_count
566097;16025;104;933
636333;7112;227;1752
56752976;4694172;84859;297645
203229;16936;146;2356
315960;23000;512;899
948651;71226;618;4486
66424455;2179371;200683;1337
584119;10405;281;460
966821;92380;334;3034
4066857;286914;2395;8290
1702051;70649;1108;785
319014;16034;2271;2361
345258;16790;260;2413
408181;7793;375;525
9906106;155851;4268;7262
568134;11472;286;119
53401;293;354;532
1414944;84169;2516;1917
531550;5200;196;1737
2609675;78604;1272;1380
6592527;358451;1429;15154
505505;8517;175;314
482922;22665;994;2432
412919;25429;237;468
761494;29962;690;656
74153;5702;22;854
7141119;288120;2831;7702
1689283;17637;597;9319
252288;17995;283;726
4302708;32471;1223;2131
164463;1202;59;509
274262;9100;82;230
3433194;239928;2158;12268
2079799;106882;898;5475
1295129;36448;974;12788
363717;1943;98;714
3044186;166748;1684;8985
6420285;421373;4748;15314
1119043;32965;615;3191
1235649;8665;1216;175
4808044;73461;1181;1969
94379;4887;166;299
654444;10306;152;1148
857544;34891;335;2038
1932604;139440;1077;4815
2147143;28086;1589;2163
1730077;36554;403;1461
463973;28437;798;132
97264;2644;130;609
935121;52748;1661;4320
413189;2197;134;457
3851707;137122;2863;6709
1687718;100578;3783;3169
678353;13992;1777;3281
1567359;56194;2587;5318
3937738;150754;3600;9013
618306;25988;137;979
2578922;169095;1707;7263
213121874;7026742;414641;3997
613377;87550;750;1680
3068674;96624;2970;12226
3748789;152869;4712;9414
22568046;727714;3420;85799
58615252;810147;21733;91440
258969;13794;667;752
411506;19555;282;1840
3384856;210701;3786;6161
1574682;16790;433;1614
985196;54665;8069;12962
517509;31492;223;1490
7951729;267060;979;13883
5130923;196923;2111;13127
2025933;29;102;42
178774;9373;90;179
4305322;309572;2908;12340
823384;30507;727;2326
586978;59412;906;334
665039;25091;604;1893
479927;13312;194;1911
3712313;69541;1298;5425
1001587;47641;572;4007
1261887;91770;2278;138
5318248;339825;1538;16208
273816;3227;45;1128
1421013;121656;1617;3218
1579724;24435;1360;1495
1713050;84174;585;6949
478147;14931;160;399
1531355;56418;767;3845
388099;37298;517;1821
362980;4464;104;343
1478509;13213;515;283
750872;20036;209;1314
143049;7775;92;105
716475;34327;732;1200
713018;3258;6577;6744
1082968;13154;261;1702
1089970;11176;525;1635
1908294;141817;3566;4980
2149460;19871;490;1181
1839062;195242;5955;5490
9270648;723826;4622;17222
336097;26154;428;794
2092055;38732;1103;3218
1555935;56007;42351;21917
8275470;344161;6630;12511
6001580;179072;1165;12173
208470;5743;145;1071
407497;20725;4644;1311
3950989;262971;4194;6749
2182477;39382;1210;6335
1738212;49367;689;2739
25841655;282888;5378;7162
1754705;84930;1272;3188
13323414;433576;8137;18156
5675504;186379;6117;2902
11208247;380146;7272;11751
45104105;2615432;100831;21612
2271962;49148;655;2456
2342048;102623;1253;4777
230356;1747;75;652
2339339;127723;1383;16668
851999;67475;397;1485
1229644;23901;668;5132
1153443;15091;2196;3473
690844;17943;1449;3420
10468373;453850;13306;6958
314915;57049;349;8019
3222168;160413;5565;248
645182;27507;1019;3667
3870384;282873;2318;14913
921535;8046;265;3764
2889482;32861;1014;4773
1569701;139898;647;3765
15168275;271975;5906;12432
662428;30560;256;2071
23974965;152690;1626;3597
157841;7248;162;1174
755823;24649;319;931
538372;12901;671;1649
2733087;51770;3538;5755
1354220;19763;492;1036
428713;41873;195;4427
45483329;993955;19633;35789
83202;3925;37;77
16005069;122481;4728;3569
267083;4926;50;174
716107;16880;303;2583
3817943;98017;773;5900
2951059;161533;1327;12051
4315272;128014;2666;9363
207669;1316;69;371
555863;22860;743;1809
147638;18838;260;142
17010795;623479;61053;84306
12483244;200060;5841;6364
258334;9902;262;1027
522330;13982;209;1109
3361027;258774;1340;6173
26056895;394314;17432;5364
3550145;47831;1514;2321
5177988;568162;5603;24348
1698438;188030;1229;7733
646787;14641;655;2000
370133;5998;103;957
738683;34351;990;869
843995;20874;244;1832
624475;42802;261;2838
1656113;78816;2169;2273
4232988;233300;4318;10886
14367419;228871;4017;12650
1476157;40213;706;3370
3065486;48979;688;1858
1275014;28191;498;1719
72298;2557;141;322
92840;3396;308;265
186821;6223;213;97
11605769;144808;4513;3352
757255;54666;521;9032
456402;54026;2612;8148
86266138;1689551;137239;1898
11142429;265852;6202;13538
943391;54333;375;646
815760;8923;2026;320
110774;9040;63;358
952919;34760;704;531
179118;1184;44;630
345679;16240;83;1126
1816410;41776;762;2648
3737811;96915;1764;9112
345554;5590;912;2068
1590366;12281;1133;175
154715;1198;86;352
2968812;39323;1373;1594
5435543;311143;9520;3730
96979;1233;58;130
348228;18573;209;595
614889;6180;110;498
1248354;102913;1708;6572
1365368;54981;1122;1597
1322837;23243;494;1951
714326;64853;534;1085
870006;16876;546;1064
773382;34787;866;4295
234535;14974;231;896
3919044;232429;4158;8238
3011870;24313;3171;453
603624;7412;382;1492
1074383;51427;603;6368
2726809;26889;3770;304
418100;20612;249;2375
1509062;55824;1511;2757
1743009;80183;1077;2267
500280;12129;155;443
781907;52628;305;1102
185247;3674;109;278
947015;39327;1001;6400
1623499;49975;1231;4654
514990;42796;213;5036
504130;11136;90;1535
10162296;94809;3099;4232
297201;11261;70;604
729165;12805;5534;531
1417598;57059;892;1336
2939722;167503;872;3390
8550459;352178;4184;51530
1183391;27826;767;3761
1037317;72949;1008;5658
43920;1153;33;79
2950221;96818;1832;8286
2891055;197869;6838;7736
59827;3168;67;299
8032003;923066;4769;28599
3730120;149766;1035;9025
677738;23972;444;1452
1571972;25534;1914;920
1221078;38571;364;1209
541091;13691;416;4685
3190993;172942;1865;10029
4510820;198438;4355;6991
383417;2631;177;548
603484;13576;301;598
143984761;3574199;53829;1198604
718975;34562;165;2174
294960;13236;636;99
2014134;61626;647;5511
1932605;83335;1527;2174
1338859;69033;1699;3686
11621369;82804;2623;6202
3082591;266995;8371;17052
386522;14201;273;1064
270769;15991;374;675
584083;58765;211;5851
1502561;26606;632;2037
7256870;122650;4415;10395
1825875;20048;646;2431
666085;4537;371;847
1179494;15456;944;897
243965;11219;1487;449
229533;7967;373;643
612152;22623;424;568
1051458;57578;140;2710
2108562;15358;781;2520
1034402;8562;513;4212
1745826;40288;606;3535
183266;3883;82;1633
861948;46072;1670;3634
9916711;515016;9577;4182
33943803;437164;12702;19996
6018387;317808;10617;5920
930251;58741;505;3723
44002739;499376;13870;22744
11925169;152677;10545;30278
906215;12405;260;1086
58324;598;22;108
1339588;45833;548;7862
9319266;671111;8255;79380
222202;20759;173;791
2138723;15809;555;3655
295691;6389;61;538
4703995;204350;2671;10283
429976;11613;48;2011
1937585;44060;883;13409
1295388;28182;737;4076
406177;28125;124;852
2985523;40281;1204;2641
554374;34076;612;2392
243552;12106;51;385
2966241;255287;1982;6334
504933;4794;160;632
948718;59711;571;2662
30015298;841081;25383;64474
5278606;215331;2409;14490
1552823;22037;420;1978
4049622;328295;2940;20098
1435886;56923;682;5491
846412;21364;143;926
1272503;149786;345;4965
579995;53694;825;2653
436715;8238;249;8131
253105;2937;145;2465
133676;5856;137;599
1769550;97747;1296;5802
2867746;46728;617;820
853096;64910;1149;4244
2407414;87015;1139;6990
661873;32839;400;1290
4867824;110369;3263;8011
1641037;88375;508;5433
1355498;132182;424;7720
618405;30739;227;1300
3895294;252456;6423;6846
1558665;61891;814;3482
422822;14908;534;2425
917468;57397;807;1902
581048;8881;196;930
1861309;16355;785;1404
921841;37456;299;2153
6412010;229416;2201;8935
3302836;96302;2011;2622
112638;5123;217;603
2458102;45939;5370;14357
414068;6948;2360;831
3506876;147887;671;5993
1158207;12843;362;943
1058178;4905;1098;0
545401;21496;426;1089
207763;11843;100;1430
445188;7608;154;304
1809341;49567;4462;7353
6718793;78515;1687;3520
575630;41130;1363;2626
30393450;2158253;10371;89840
1917568;146251;6086;10336
13003174;299506;4519;15294
133894;5063;40;659
277351;5761;92;580
423537;14847;263;674
2941204;57716;1051;1886
3191110;80243;468;5256
261367;4004;219;715
96027;3378;112;610
382987;3693;151;1004
1950885;181921;1252;4375
3867496;240801;3854;25279
2287870;139588;3302;8078
12964301;471821;5907;23845
1701482;86251;817;742
1077470;42778;511;1313
1864529;44538;770;3042
1728200;133577;719;4649
604013;12200;243;1005
1250765;30247;407;886
326062;15655;314;2322
10365576;515915;6060;14392
525974;34343;226;930
442833;18783;196;676
1887015;90291;1397;6126
100621229;1004252;28480;28828
1636227;15312;3011;1233
13092818;671062;4639;25448
580675;60147;540;1810
21919836;741390;15229;36938
1466550;47912;557;2036
2806698;36240;804;822
1109987;37543;658;3733
1335650;13714;1130;1402
502119;9513;403;1598
1025881;41002;560;2133
3945575;136249;1991;6005
1591181;69006;935;5242
745259;16901;185;490
11170346;93759;12743;5185
227588;10592;67;302
675859;7188;225;1929
734087;34671;373;752
85740;243;27;13
34336320;399469;9275;7738
963701;19649;2272;311
474026;3553;280;2234
2028380;138736;1085;13667
828593;6242;432;526
4009992;74916;1984;2621
2824895;199160;2500;3595
153027;4082;130;898
2673200;156973;4167;10643
1440912;87678;970;7201
626265;19046;590;1552
376541;5165;394;739
96913;3468;32;9
433622;6292;505;258
3317215;186621;1438;8570
2574333;265848;1525;2218
80722;2437;44;592
562707;10000;369;243
2360868;131460;2811;6281
1182354;125962;1050;288
1374254;46560;473;1593
1791805;15168;459;651
14416723;854877;26579;2093
3476046;125323;5821;644
178155;5136;215;260
370591;4699;329;953
166170;1922;158;384
2967923;64744;1319;2595
710397;10889;122;1154
768075;28054;401;721
4105494;36820;1825;2508
11614774;292002;6505;8881
351416;24949;288;4836
425749;22764;285;738
344454;49721;166;4212
752343;10230;297;387
830073;9220;232;363
262374;12093;125;806
8115451;180624;3446;14952
869353;22621;835;1415
261826;7992;99;355
28844295;1149498;22529;42190
619367;9714;522;449
3634665;234156;1655;8852
824892;11723;268;110
1137480;11048;770;3103
861890;64419;871;1576
329518;3690;146;1824
1931781;32035;1346;557
135524;1146;59;624
3017313;46098;1612;6513
150734;11365;89;451
763293;83902;454;4143
1714968;95098;4278;6953
187256;6773;410;3531
1644468;19311;650;3502
1152021;25189;1291;1156
3633024;117136;7309;17945
783093;42531;525;3519
1733189;18627;699;3024
769286;9867;296;1069
563107;12346;157;297
60762818;1393708;142597;127985
3947232;257120;1515;12065
239085;9793;147;2182
198450;5127;52;368
747207;25190;361;1531
1722464;123672;1197;8575
4288451;44395;1723;9796
3090760;134836;4207;10497
2273115;118871;12863;4781
3784536;42260;1746;1196
521669;37513;313;439
510936;3735;65;280
974305;14036;293;508
884038;17206;229;1066
121975;1339;68;204
280844;32839;201;1466
459147;9972;426;1192
1960791;71036;418;2529
3225751;14251;2011;184
2660097;4678;173;322
1230666;8043;380;2141
1442393;24877;321;1272
2085019;123298;1297;6520
1053906;39643;529;2054
1375941;36043;428;1628
115870;4576;45;343
597373;8693;217;787
12604351;190469;5799;13564
9682364;440731;5631;5707
12593861;9844;706;593
1415186;26096;361;1148
24701535;1945772;31759;77289
849759;7871;161;1171
3987548;143596;2149;7853
505277;14325;565;961
360017;6722;112;317
420466;29140;351;2265
241501;17680;264;575
1915808;145954;877;1334
611672;26462;318;488
1807970;45784;2875;355
382236;5458;592;373
3485382;72324;896;5960
22895668;160694;7915;7060
8394231;279905;4483;12596
19808453;2061494;75461;118996
9105257;288509;5451;12976
319044;14918;106;792
1383054;136212;1676;30236
248194;5123;96;381
2317095;59980;648;2518
2835742;52799;1346;2582
563437;24779;393;663
5202068;156241;5958;3657
98463;1837;38;54
214874;1866;97;556
3104065;196709;892;10081
1583957;123536;26743;25455
770471;13272;348;1260
761877;10305;132;459
650787;13592;270;854
828132;35675;3325;3519
797566;10910;17486;5768
325448;9272;296;612
11724679;805755;12000;4672
1393825;55471;1039;2518
1053709;81939;669;4289
2165178;41249;1213;2144
4409901;48040;2349;5763
4114367;64349;1058;1476
607608;11545;542;2368
7645970;434682;11967;4191
3669815;87483;1360;3723
2870067;217077;4325;9215
516114;2752;111;1059
2080348;28463;867;2539
2637704;82797;448;3228
1852933;172932;2088;5008
76522693;2080361;257209;134099
2054148;96815;1122;4011
3161538;261334;5080;3864
96896;3257;48;82
402876;15077;234;804
1240159;101261;715;9414
217784;2339;332;1383
4893692;83006;1877;3909
2691203;30695;913;542
2346700;51153;940;2690
55902151;276253;11534;5929
852620;44765;417;4173
4246182;122129;289;4456
2605253;127957;1212;5156
243130;3169;109;244
1306495;14538;504;2786
10604200;600699;9470;19416
269794;15846;447;1545
2481530;41649;833;1252
400776;19018;264;1351
178749;5851;173;417
4214149;214261;1361;4004
358276;3600;186;1121
2183997;68572;1578;7167
422076;3057;328;873
2622034;158089;3327;9039
70931;1014;13;48
821666;56640;1241;1888
401819;5102;135;270
1280722;80246;1244;1195
2406922;177523;1005;7089
1536455;32616;635;1409
1532144;149175;6739;160
1169707;28846;579;921
456085;6218;257;1894
3186116;89018;2867;585
3188375;163780;862;12926
148892;7740;90;271
68337800;1402527;33137;50522
739868;22673;249;981
1161102;132559;660;9713
3812820;54202;1857;1803
2500055;111875;844;3163
1536192;73880;946;1149
3320386;86659;1427;7029
78091;601;357;216
338608;1732;113;112
316770;11096;89;1061
1482709;37000;777;5896
195210;5337;328;543
1493338;61767;731;4678
2747143;21011;656;423
308405;4923;131;264
1326004;18531;569;220
974004;32492;446;1709
1308055;54888;648;2223
2424662;75709;3114;4805
6523393;481248;2870;18947
320103;11077;62;464
1281489;41702;577;2064
217331;3367;82;324
187210;6834;110;666
2295902;96876;1570;12335
9464918;272901;11672;11024
3442830;66189;2300;796
8345994;552622;11760;2247
1086754;83603;1543;3753
1266121;101848;710;2939
46721;2564;90;312
168548;12968;123;946
1120294;19217;212;1874
12138605;724080;3768;35706
29518908;225851;6765;9199
1243029;60600;1099;10061
1565629;67606;1311;2165
1240407;66284;529;3142
16782660;914942;10628;68218
357932;5543;103;324
32141845;280830;7179;8079
1002814;29284;256;759
1109258;47674;7163;3976
108582461;3633145;264229;13216
214226;2293;161;296
152838;6843;254;495
2277856;64570;724;2862
4368357;123827;1404;12615
5912665;322468;2696;61607
8296535;197477;2646;5522
580535;15404;5393;7789
350272;8671;176;374
275637;1895;104;239
113295;7287;247;1185
300553;15567;107;1391
607526;14702;1451;1664
810464;51927;1553;4596
16466051;727253;10315;44637
3895422;221853;3508;11481
6457692;207926;3430;4270
1582005;57258;670;3003
2872532;22008;1692;2633
4959802;53321;961;1532
1850878;38189;627;1843
358135;17808;269;3677
540514;35432;208;1786
110997;4204;124;537
240319;10298;171;361
969190;8811;455;3179
2045779;87678;2347;8176
3012112;62329;670;2265
1743705;16569;528;2976
2086608;34152;591;16324
1171819;8458;6077;10049
83923;1094;71;167
4117056;307215;1002;8908
376055;10662;631;373
56863;3757;41;406
225703;4091;90;1060
460388;19329;392;445
18310507;195447;2656;5801
23259349;507306;4004;118660
757326;39520;541;1338
1558617;114214;1817;10702
573610;18899;647;1650
289231;2744;146;549
1540493;129219;738;4256
74721068;2065028;17561;478952
10982802;48547;2368;6193
209675;6268;82;721
615748;7889;293;3669
864720;36258;1287;49
499305;31969;334;841
154562;1507;62;428
5422737;320983;6525;33916
1792649;59461;555;3765
936441;9704;2920;1762
389719;2127;166;368
5091808;269924;9585;30726
99929;480;28;31
1138650;7643;200;274
1643658;14904;685;2370
1170750;46486;756;3498
2311649;48834;874;3784
3630785;43812;1570;4762
327367;4758;61;384
598687;32792;239;1355
357214;2628;523;875
26700660;699795;25161;29950
723301;84189;1172;1054
6415862;10207;824;1525
167743;6010;326;753
17104437;1268408;12392;13859
1327711;43231;1470;5327
2445515;74761;1254;2793
1640429;82319;1754;4645
376258;11178;389;1149
2546282;16033;1958;213
2378866;60536;1078;428
4074275;58995;3079;443
560070;9130;104;899
2725427;49353;2804;2534
75822377;2460163;52091;127245
5546596;364350;5466;10254
3309279;6495;375;1049
348424;20891;467;570
638554;36201;357;2246
101301;3920;97;1016
777661;48434;555;2788
2105359;60742;276;1212
178918;9776;117;925
4483718;136883;3840;7278
1056244;20639;370;911
113404;1220;69;253
753570;9778;242;1081
3060220;79739;1175;1211
66009;5611;50;462
1017685;39968;448;2684
325841;12951;465;71
1548061;111748;817;7706
48748049;237873;13992;4401
1127342;16321;425;1054
282907;15543;156;968
493207;43727;262;1131
1140500;102526;1814;1123
3801528;37683;1211;2929
212484;1343;482;188
572947;58939;155;3460
2958865;52979;2067;2982
3033347;26795;1059;996
263569;14732;107;259
86623;655;41;545
8094639;440742;16444;4684
1622537;94721;645;2609
410543;37555;611;2039
553576;6260;143;463
12616740;240851;987;16365
1049824;37417;477;1399
4915002;91968;1649;11080
995273;27463;2109;2862
433842;17863;207;837
360702;6719;81;237
617771;2897;175;703
135547;3893;300;240
345257;30408;415;286
635633;8223;147;919
531367;18064;209;431
550849;2497;131;928
69752717;996200;24126;41586
1338959;62143;16525;12097
876673;74730;299;3781
4245212;77384;3008;3002
146654;1365;31;229
3666268;195314;5978;1459
328172;11449;192;588
2128349;28619;967;4090
8431315;634898;14593;2467
792855;31187;366;931
2821179;17245;2041;4768
180608;2137;34;116
738133;14236;275;212
20048247;542197;10635;18959
159175;13373;297;1419
264662;13457;784;1211
7069133;216827;4123;16809
912328;37540;631;3152
326702;6209;284;1328
4973959;407452;6015;617
729691;36605;476;3003
707514;27326;319;1960
915874131;5713346;489286;250371
202150;6500;126;1557
1320316;28526;632;1027
2117840;2878;208;1468
104788;16032;28;3155
639237;8529;135;813
54867;4120;67;2145
251193;1621;197;665
942174;15795;269;1327
697765;4642;126;938
1772523;39106;772;1593
29428210;290469;9993;10682
172476;10544;296;729
1115924;55337;209;870
284995;8944;319;686
228451;25329;303;34
846249;20876;295;2531
458690;11495;2292;4015
166560;18995;90;299
161761750;2868927;239862;247343
10982995;537420;16511;20461
6070788;51762;2080;3757
64330;4103;20;157
531985;33926;162;2829
540225;19108;344;1263
18675338;199028;12109;14889
1925691;44956;1010;2571
91222;7622;70;265
360278;25994;681;525
11204925;280812;6418;15040
394021;18000;197;2762
3801055;144915;784;7069
6984807;139475;12289;13696
172038;4163;197;192
13726226;611614;6604;36044
328540;21033;156;454
812923;15184;536;1882
2681910;71184;1988;3398
209809;3037;84;602
3047577;35019;13379;9004
1299262;43561;598;1040
396054;4074;111;707
1614444;17936;351;1373
1973032;65060;1908;3488
264013;12359;78;149
4602408;74672;2196;3816
162304;10052;100;406
1757712;18007;2570;11631
5233921;97322;4788;5428
1022411;84588;959;253
629405;6432;269;1063
811649;54492;451;2016
1029544;75961;988;4292
2357628;33190;845;3084
192783;10053;192;461
1222797;8061;204;586
824402;24446;2438;2587
516311;6773;5727;7585
321746;3199;353;1240
222406;5724;127;409
1962332;27507;610;1299
12522892;353039;23109;936
44412930;885329;14949;29286
3650759;254675;2261;3929
761921;107671;1641;1665
11127663;546971;4104;46045
8351337;64484;1276;3296
2755809;113081;1509;5880
436687;12710;1325;1014
10108644;75612;5561;554
10528551;617109;5358;27864
3488308;51474;1615;5230
32025545;777505;26346;18084
8216362;656155;14837;33320
41967573;343510;18411;6720
2387427;102576;3840;11348
577219;8058;237;1280
821465;9800;4534;3635
10960401;208323;17082;573
2773836;139455;863;10699
68280086;1503874;103019;6390
214087;1949;184;1932
1375379;104498;2387;1537
1896565;44344;508;3467
1199520;82105;1604;493
3021651;64848;1757;3621
3584238;220529;2418;17340
5431012;51244;3523;3836
300462;8950;128;587
5232913;74937;1383;2824
212756;6425;425;1464
29706182;652241;11465;27833
752537;57739;463;1638
3855034;240121;3573;749
609868;20754;230;2226
2743183;41995;2485;486
155485;14575;65;299
271788;9325;61;315
871252;30123;745;1509
90045019;1501669;153723;11661
1256804;17242;2194;594
977800;54955;689;1677
746240;28556;342;287
971916;64980;383;4685
2041996;142316;1105;9337
360270;4559;105;278
561109;35940;660;1339
1705411;49977;1269;3009
13255150;232188;3451;43767
589409;13765;220;260
95269;6603;83;632
1241671;17893;410;1432
1007663;31494;234;483
2369837;47546;1081;4931
2313226;57651;1450;8663
1573929;84350;9013;10977
2493122;121130;5306;1391
536478;80885;127;9615
2324423;169600;4714;12209
590987;8665;239;1403
180070;5178;168;272
1006186;51292;331;2646
841628;11574;331;960
385302;5121;80;374
260460;1922;40;31
326312;6936;253;763
2462520;55047;5348;7001
12768380;397400;5856;10417
945523;86853;380;3735
5859750;180386;2090;8451
946803;85245;609;1090
1631764;27327;1774;2097
1408201;60152;1368;3267
7303095;153930;889;5120
186700;6430;217;562
3605241;59997;1022;2685
570346;10523;489;185
1052345;11605;493;1617
646504;47317;1171;1228
10291909;187197;5040;11924
73746;7704;86;48
2222825;148658;981;1577
14194571;273623;8942;14635
11915435;414329;8291;26750
3567462;170047;1586;3979
15174624;628727;11045;29597
10466929;315856;4853;19609
855255;41924;1958;2167
928389;10539;369;296
4932797;273996;2132;8860
33827;255;304;463
2331064;83046;1511;3543
3502637;107264;4758;8210
3348908;87302;1138;3477
12739179;205845;5403;8122
92615325;664994;42668;19806
3638178;170532;1734;3605
17177425;272385;7316;13673
9861811;381336;3032;19172
1242673;85622;2433;7379
935999;43640;505;1014
296589;2869;117;828
1749601;44508;228;3439
1378861;56825;2146;4324
7435105;81794;3481;8951
3715871;63241;1579;2840
483997;35355;141;459
106148;1085;30;289
134475;1571;17;249
302408;18506;66;1814
4868151;49435;2335;10777
3906852;490;324;395
5029997;692512;1863;42425
2313602;27569;1078;3923
1325715;14143;615;4288
77015058;4229248;54440;181553
607438;2482;507;494
68882;945;155;692
4077341;100631;1466;4625
5895702;41050;9382;3914
1073722;10786;736;100
1120304;51002;432;1795
311933;25102;767;1856
510572;20359;245;532
1025507;41787;359;725
1462150;95426;2670;2147
8544206;136987;4611;11419
1970103;87392;1124;4093
2576559;123978;1956;4476
2017671;197593;2285;196
20176609;685245;7091;10845
4041876;80417;3786;6401
327088;16837;269;370
183991;2163;99;311
1704911;46377;1469;1318
70186;5170;16;234
1645945;133920;864;13431
6905054;292708;11038;6952
752695;19743;180;2017
450296;9830;212;141
573842;11369;160;637
1313453;5423;427;4647
2107981;62347;1479;3876
17951509;278105;3742;8419
1057770;112377;882;3082
248542;660;3742;2637
449380;23728;698;764
5422935;548313;8084;18278
5636544;191910;5161;10945
180567;931;87;236
884552;104701;891;4067
23268726;496529;21391;28133
227009;3690;127;171
3532033;81909;1957;2913
2400320;70843;18446;11576
792885;27888;2956;1819
2650234;51220;1209;6257
887742;66186;719;3085
167168;551;30;118
1647654;10482;296;855
3501572;74209;885;1892
5030534;324509;2518;10366
24086208;952504;2886;117158
6847269;393743;3128;33311
989487;26154;170;1874
63004936;2011209;216238;5977
1171015;45062;623;1943
1645249;80698;1140;9300
16424568;411031;15415;1610
33333835;581038;13245;19846
1319677;108788;713;1417
1260874;17816;199;1163
598561;33622;288;1518
2085093;22524;592;3445
444850;15620;221;3065
5396341;432450;2975;12773
527410;3759;588;104
5921908;101819;2162;7324
812646;41364;533;2853
890358;23299;740;2332
1554467;59349;1490;4548
65546;1509;35;319
123088;8780;113;422
470665;62945;203;5225
695796;17400;727;926
5089946;674266;13772;21369
594552;3611;272;571
9823974;321966;3382;17346
869469;7744;1149;3109
6710785;48024;2121;3140
164486;8964;98;1412
23835958;331208;12289;8687
2846695;29106;2304;6986
3408054;135205;5358;4025
208839;7685;58;1481
8940346;155896;2529;6106
6949996;98514;4549;5550
22297637;476004;31635;14150
1380979;29009;245;1186
1941098;167230;1673;695
1475724;78013;1246;3320
28640841;1914874;40488;6939
367188;17417;487;588
4723373;184243;1625;3890
2471978;38992;1264;1163
2804242;167177;4067;11668
229213;3854;166;326
3457803;56411;1046;4684
1853979;47285;468;3810
3402570;39967;1685;6984
836953;24317;359;3071
809805;40142;3993;5948
529462;20625;289;468
1283388;20709;1239;2485
852639;21350;335;482
129494;2197;43;132
288966;32242;1083;1660
881271;43108;515;1774
13598699;608595;7545;22019
170152;6842;341;1847
4710001;36501;17142;10772
32837744;353648;4363;12304
7509604;461028;7525;1362
40263664;749584;13780;29817
805125;52084;471;1787
707583;28886;472;1692
3114452;189169;5679;17374
4936030;46455;720;1625
1812032;85914;1354;1075
83179;8492;303;643
7966678;477145;3037;17543
201393;8800;213;689
6431133;145864;6042;8985
1270151;15975;372;4108
3099367;89722;1291;7297
2422618;83430;2139;23676
377597;18124;244;271
2633267;66683;1572;3072
918397;39516;1092;3142
301513;7727;58;767
102966;5817;13;175
627801;51823;198;3871
3368344;178847;3508;6622
1429890;97985;623;2191
123222;4890;110;263
3233066;99671;775;4748
335139;15124;242;1143
5633355;61966;1852;2204
589046;33932;270;1403
10518196;182189;4155;8123
859484;53881;433;1616
4503459;332621;5895;16606
3023200;140788;2842;5090
1119354;58003;965;1292
857657;47472;866;2721
2067004;35889;20894;6321
24982391;392056;5208;9950
1129465;47929;313;413
595107;11883;371;1683
9426766;81045;4352;3421
73589;3094;31;206
432293;14739;133;1167
335780;13631;243;1939
2186684;76155;1372;2251
561963;8972;331;121
936440;64682;1149;732
1140438;49192;732;1855
1385997;7044;1295;299
954332;28527;588;2003
1051189;102156;1112;1326
69247;499;29;280
41052713;1901556;30150;121960
4283747;419276;4635;18721
2436873;98584;897;2347
45032722;1208940;50797;11792
11223476;729806;6325;50868
1107589;76202;928;3696
21689537;1160700;14132;9036
1095896;52922;497;1543
11505028;996856;8829;2638
1360585;9459;644;208
240187;2490;689;2771
1206766;17721;232;1202
3097528;103916;1797;10166
2364169;140190;2454;11263
2533820;25363;700;3185
3406554;110634;1669;5483
334536;4579;298;188
14370231;1264726;18008;2194
1871487;30141;340;2763
993588;13675;297;1801
6821308;71896;7432;7624
3993450;226336;2108;34071
739098;76626;6028;5592
5615938;144884;2840;3455
1484211;61112;7891;246
489621;1424;205;137
1467823;90327;1748;10341
2201926;137584;807;2259
181667;6268;177;278
9967528;329047;5915;7012
3524563;120074;4685;35812
312925;10391;108;558
1853794;28274;937;1231
2890107;100707;2062;4825
1123810;55698;533;2952
3470081;43361;2712;5823
18737443;507424;5059;22226
650520;25787;315;754
473541;32673;103;1451
1112199;19875;294;3257
23517129;189764;9500;8989
5333895;501655;5919;1690
1183737;20066;480;2980
199381;14790;82;903
419275;6136;59;704
1062560;86486;400;3104
1061791;35457;500;1655
5415424;79562;4383;1018
2844346;212778;2757;14144
139261;3894;133;104
911991;5410;1697;5717
4226414;177899;1240;5025
4838585;54907;2359;3032
8990159;202082;3620;13712
13240473;64933;8070;8257
4314597;110835;1410;5461
1527868;42027;3949;1059
587293;5597;309;1560
18735405;212211;8167;29579
2763153;80101;1067;3657
1585224;40079;946;1014
816462;18625;317;2290
2252381;148234;2828;3159
1736567;24490;8724;8098
180745;6983;151;454
223546;10817;222;166
105086;2027;20;148
831177;18307;875;1480
8607126;169670;7365;4912
853366;63169;161;3037
2034014;166743;872;2628
4875550;207848;1399;3699
736236;23693;269;556
4280719;379829;7038;2081
301787;3940;66;218
1046597;12276;554;3668
1742182;36499;1208;1229
1308335;18301;365;3168
509315;12724;1191;2944
5962637;329305;1805;19351
9991468;787368;23812;10744
6198632;123663;1078;3199
18105552;313184;5575;8528
3346749;116558;1141;11922
66861293;244267;14475;11361
3682576;107193;1768;11366
1656615;177574;612;16993
333206;4997;64;214
1783236;60200;1747;6819
1288772;84878;1570;2986
370757;9158;227;976
563765;4029;4946;7160
7061474;159536;2659;26344
3479188;121271;4327;4308
793478;62957;248;4116
2273587;189785;1448;2288
1021686;40931;983;2107
307164;2451;102;773
1859181;91087;1047;4037
1669659;20449;510;3310
2388007;83527;763;9165
58218078;385592;16493;15507
6837520;310082;1195;7049
9571545;192326;6822;8133
4047151;93832;8612;34845
1955380;46183;781;2174
1375223;61870;563;3191
887133;74300;1777;2021
148611;1665;77;0
1581952;16717;537;1830
6953709;157829;4915;7182
2072731;110021;2530;3453
558438;7438;174;1048
4490076;182695;6391;10542
